Id,OwnerId,IsDeleted,Name,CreatedDate,CreatedById,LastModifiedDate,LastModifiedById,SystemModstamp,LastActivityDate,LastViewedDate,LastReferencedDate,Description__c,Private__c,Resource_Type__c,Source__c,Url__c,Valid_Until__c
a003F000004oiAwQAI,0053F000008l8McQAI,,1-feature platform demos contributors,2021-03-10T21:02:22.000+0000,0053F000008l8McQAI,2021-03-10T21:02:22.000+0000,0053F000008l8McQAI,2021-03-10T21:02:22.000+0000,,2021-03-12T01:11:42.000+0000,2021-03-12T01:11:42.000+0000,Chatter Group.  You're here because you're the kind of people who might 1) make demos 2) make variants of demos 3 ) make demo videos 4) give feedback on outlines & videos.,,Chatter Group,Org62,https://org62.lightning.force.com/lightning/r/CollaborationGroup/0F90M000000brVjSAI/view,
a003F000004oiAxQAI,0053F000008l8McQAI,,Demo Community - 2 Minute Demos,2021-03-10T21:02:22.000+0000,0053F000008l8McQAI,2021-03-10T21:02:22.000+0000,0053F000008l8McQAI,2021-03-10T21:02:22.000+0000,,2021-03-10T21:02:23.000+0000,2021-03-10T21:02:23.000+0000,Community site set up to give videos and quick demos.   Documentation and source code is also included.,,Portal,Shane McLaughlin - 1-feature platform demos contributors,https://www.platformdemos.com/s/,
a003F000004oiAyQAI,0053F000008l8McQAI,,Salesforce Architect Journey - Trailhead,2021-03-10T21:02:22.000+0000,0053F000008l8McQAI,2021-03-10T21:02:22.000+0000,0053F000008l8McQAI,2021-03-10T21:02:22.000+0000,,2021-03-10T21:02:23.000+0000,2021-03-10T21:02:23.000+0000,"Salesforce architect credentials comprise three tiers of certification that recognize specialized knowledge and skills, as well as your growing expertise in the Salesforce platform:
The Salesforce Architecture Designer credentials validate knowledge and expertise in particular specializations.
The Salesforce Application Architect and System Architect certifications recognize professionals who possess expertise in a domain area.
The Salesforce Technical Architect (CTA) credential is the pinnacle certification for those who demonstrate the knowledge, skills, and capabilities to design and build high-performance technical solutions on the Salesforce platform across all areas of domain expertise.",,Trail,,https://trailhead.salesforce.com/credentials/architectoverview,
a003F000004oiAzQAI,0053F000008l8McQAI,,LWC Playground in Quip,2021-03-10T21:02:22.000+0000,0053F000008l8McQAI,2021-03-10T21:02:22.000+0000,0053F000008l8McQAI,2021-03-10T21:02:22.000+0000,,2021-03-10T21:02:23.000+0000,2021-03-10T21:02:23.000+0000,This is a really cool feature in quip where you can show off LWC code in a quip document.,1,Demo,Org62,https://salesforce.quip.com/MAgnAR2UiZuf,
a003F000004oiB0QAI,0053F000008l8McQAI,,Solutions Hub - Amer Commercial (+Asset Search),2021-03-10T21:02:22.000+0000,0053F000008l8McQAI,2021-03-10T21:02:22.000+0000,0053F000008l8McQAI,2021-03-10T21:02:22.000+0000,,2021-03-10T21:02:23.000+0000,2021-03-10T21:02:23.000+0000,"The AMER Commercial Solutions Hub is a collection of resources that we've curated to help you team better, grow your career, and stay updated with what's happening in our organization. As the most trusted, innovative, and engaged Solutions team, we inspire, transform, and ensure the success of our customers with high-value solutions. The resources in this Hub help us align our daily work to our Vision and Values. We hope that this will become your ""go-to"" resource for all things Commercial Solutions related. Thank you for visiting!",,Portal,,https://solutionshub.force.com/s/,
a003F000004oiB1QAI,0053F000008l8McQAI,,Solutions Central,2021-03-10T21:02:22.000+0000,0053F000008l8McQAI,2021-03-10T21:02:22.000+0000,0053F000008l8McQAI,2021-03-10T21:02:22.000+0000,,2021-03-10T21:02:23.000+0000,2021-03-10T21:02:23.000+0000,"*Solutions Central* (https://solutionscentral.io/) (formerly the Demo Center) is the global, central, content repository for Salesforce where you can find community-sourced content, industry and product content, demo tools and support, demo tips and tricks, design assets, and more. The content is primarily sourced by the Solutions Engineering org and was visited by over 16,000 employees in FY19.",,Portal,,https://solutionscentral.io/,
a003F000004oiB2QAI,0053F000008l8McQAI,,Solutions Manufacturing Cloud Section,2021-03-10T21:02:22.000+0000,0053F000008l8McQAI,2021-03-10T21:02:22.000+0000,0053F000008l8McQAI,2021-03-10T21:02:22.000+0000,,2021-03-10T21:02:23.000+0000,2021-03-10T21:02:23.000+0000,,,Portal,Solution Central,https://solutionscentral.io/topics/d0139440-f688-11e9-aee1-8f1d69b0d34b/manufacturing/,
a003F000004oiB3QAI,0053F000008l8McQAI,,How to Debug LWC,2021-03-10T21:02:22.000+0000,0053F000008l8McQAI,2021-03-10T21:02:22.000+0000,0053F000008l8McQAI,2021-03-10T21:02:22.000+0000,,2021-03-10T21:02:23.000+0000,2021-03-10T21:02:23.000+0000,How to Debug Lightning Web Components,,Documentation,,https://developer.salesforce.com/blogs/2019/02/debug-your-lightning-web-components.html,
a003F000004oiB4QAI,0053F000008l8McQAI,,Training Catalog,2021-03-10T21:02:22.000+0000,0053F000008l8McQAI,2021-03-10T21:02:22.000+0000,0053F000008l8McQAI,2021-03-10T21:02:22.000+0000,,2021-03-10T21:02:23.000+0000,2021-03-10T21:02:23.000+0000,Complete list of training offered by Salesforce.  You have to use your Org62 Login (Not Aloha) or else it will cost you money.  :),,Portal,Thanks Bret!,https://help.salesforce.com/htsctrainingcatalog#f:@sflanguage=[en_US],
a003F000004oiB6QAI,0053F000008l8McQAI,,Salesforce Certification Employee Discounts,2021-03-10T21:02:22.000+0000,0053F000008l8McQAI,2021-03-10T21:02:22.000+0000,0053F000008l8McQAI,2021-03-10T21:02:22.000+0000,,2021-03-12T01:10:16.000+0000,2021-03-12T01:10:16.000+0000,Select exams for which you need a code and then submit your request. An email will be sent to your Salesforce email address with the code(s) requested.,,Portal,Concierge!,https://drm.secure.force.com/voucherredemption,
a003F000004oiB7QAI,0053F000008l8McQAI,,Sharing and Visibility Designer Study Guide,2021-03-10T21:02:22.000+0000,0053F000008l8McQAI,2021-03-10T21:02:22.000+0000,0053F000008l8McQAI,2021-03-10T21:02:22.000+0000,,2021-03-12T01:10:16.000+0000,2021-03-12T01:10:16.000+0000,Study Guide from Chris McKrill to study for Sharing Cert,,Study Guide,Chris McKrill,https://docs.google.com/document/d/1lYUWfYM7XoAILwEQL7mulGinVUV9OuodFP82ndsITCI/edit,
a003F000004oiB8QAI,0053F000008l8McQAI,,Apex Developer Guide,2021-03-10T21:02:22.000+0000,0053F000008l8McQAI,2021-03-10T21:02:22.000+0000,0053F000008l8McQAI,2021-03-10T21:02:22.000+0000,,2021-03-10T21:02:23.000+0000,2021-03-10T21:02:23.000+0000,,,Documentation,,https://developer.salesforce.com/docs/atlas.en-us.apexcode.meta/apexcode/apex_dev_guide.htm,
a003F000004oiB9QAI,0053F000008l8McQAI,,Platform First Call Deck - FY21,2021-03-10T21:02:22.000+0000,0053F000008l8McQAI,2021-03-10T21:02:22.000+0000,0053F000008l8McQAI,2021-03-10T21:02:22.000+0000,,2021-03-12T01:11:49.000+0000,2021-03-12T01:11:49.000+0000,,,Slides / Powerpoint,,http://sfdc.co/platformfirstcalldeck,2021-01-31
a003F000004oiBAQAY,0053F000008l8McQAI,,Development Lifecycle and Deployment Designer Study Guide,2021-03-10T21:02:22.000+0000,0053F000008l8McQAI,2021-03-10T21:02:22.000+0000,0053F000008l8McQAI,2021-03-10T21:02:22.000+0000,,2021-03-12T01:10:14.000+0000,2021-03-12T01:10:14.000+0000,Study guide for Certification,,Study Guide,Andy Anderson,https://docs.google.com/document/d/14zqwsmPf-urgF5JZTybfRRf6ETIYHik_e3aayDmsxjI/edit,
a003F000004oiBBQAY,0053F000008l8McQAI,,Customer 360 Data Manager Demo Snapshot,2021-03-10T21:02:22.000+0000,0053F000008l8McQAI,2021-03-10T21:02:22.000+0000,0053F000008l8McQAI,2021-03-10T21:02:22.000+0000,,2021-03-10T21:02:23.000+0000,2021-03-10T21:02:23.000+0000,"Quick and dirty demo overview for internal purposes only. How to use the pre-loaded data assets to build the ""global party id"" - a look at the source files and outputs.",,Video,,http://salesforce.vidyard.com/watch/UwibQM8xAtve3VCoWNhMje,
a003F000004oiBCQAY,0053F000008l8McQAI,,Web Assessor - Certification Test Taking Home,2021-03-10T21:02:22.000+0000,0053F000008l8McQAI,2021-03-10T21:02:22.000+0000,0053F000008l8McQAI,2021-03-10T21:02:22.000+0000,,2021-03-10T21:02:23.000+0000,2021-03-10T21:02:23.000+0000,Sign up for Certs here,,Portal,,https://www.webassessor.com/wa.do?page=publicHome&branding=SALESFORCE,
a003F000004oiBDQAY,0053F000008l8McQAI,,External Identity Pricing & FAQ,2021-03-10T21:02:22.000+0000,0053F000008l8McQAI,2021-03-10T21:02:22.000+0000,0053F000008l8McQAI,2021-03-10T21:02:22.000+0000,,2021-03-10T21:02:23.000+0000,2021-03-10T21:02:23.000+0000,,,Licensing / Pricing (SKU),,https://salesforce.quip.com/veDeAhGra94V,
a003F000004oiBEQAY,0053F000008l8McQAI,,Price List - Live,2021-03-10T21:02:22.000+0000,0053F000008l8McQAI,2021-03-10T21:02:22.000+0000,0053F000008l8McQAI,2021-03-10T21:02:22.000+0000,,2021-03-12T00:57:45.000+0000,2021-03-12T00:57:45.000+0000,,,Licensing / Pricing (SKU),Bret gave it to me,https://sfdc-ww-pricelist-web-prod.sfdc.sh/home,
a003F000004oiBFQAY,0053F000008l8McQAI,,Lightning Web Components (LWC) Placemat,2021-03-10T21:02:22.000+0000,0053F000008l8McQAI,2021-03-10T21:02:22.000+0000,0053F000008l8McQAI,2021-03-10T21:02:22.000+0000,,2021-03-10T21:02:23.000+0000,2021-03-10T21:02:23.000+0000,"Lightning Component Assets.  Decks, Videos, Enablement",,Documentation,,https://salesforce.quip.com/UpbcAUl4iDHi,
a003F000004oiBGQAY,0053F000008l8McQAI,,LWC Trailmix,2021-03-10T21:02:22.000+0000,0053F000008l8McQAI,2021-03-10T21:02:22.000+0000,0053F000008l8McQAI,2021-03-10T21:02:22.000+0000,,2021-03-10T21:02:23.000+0000,2021-03-10T21:02:23.000+0000,Great Lightning Web Component Trailmix produced by Salesforce Trailhead,,Trail,Salesforce Trailhead,http://sforce.co/lwc,
a003F000004oiBHQAY,0053F000008l8McQAI,,Designing Lightning Pages for Scale,2021-03-10T21:02:22.000+0000,0053F000008l8McQAI,2021-03-10T21:02:22.000+0000,0053F000008l8McQAI,2021-03-10T21:02:22.000+0000,,2021-03-10T21:05:24.000+0000,2021-03-10T21:05:24.000+0000,"This blog post provides guidance to architects, developers, and administrators in creating and designing Lightning pages that scale and perform well. Where we used to have Visualforce and multi-page applications, we now have Lightning Web Components (LWC) and single-page (single page) applications (SPA).",,Other,Blog Post,https://developer.salesforce.com/blogs/2020/02/designing-lightning-pages-for-scale.html,
a003F000004oiB5QAI,0053F000008l8McQAI,,Topic:  Certified Sharing and Visibility Designer,2021-03-10T21:02:22.000+0000,0053F000008l8McQAI,2021-03-10T21:02:22.000+0000,0053F000008l8McQAI,2021-03-10T21:02:22.000+0000,,2021-03-10T21:02:23.000+0000,2021-03-10T21:02:23.000+0000,Good Materials about this test.,,Chatter Post,Org62,https://org62.lightning.force.com/lightning/r/Topic/0TO0M000000EIdxWAG/view,
a003F000004oiBIQAY,0053F000008l8McQAI,,Data Migration Plugin for CLI - Dx,2021-03-10T21:02:22.000+0000,0053F000008l8McQAI,2021-03-10T21:02:22.000+0000,0053F000008l8McQAI,2021-03-10T21:02:22.000+0000,,2021-03-10T21:02:23.000+0000,2021-03-10T21:02:23.000+0000,"SFDX plugin to dump/load record data to/from CSV files to easily migrate data between orgs

sfdx-migration-automatic",,Code,GitHub,https://github.com/stomita/sfdx-migration-automatic,
a003F000004oiBJQAY,0053F000008l8McQAI,,Wade's Thoughts,2021-03-10T21:02:22.000+0000,0053F000008l8McQAI,2021-03-10T21:02:22.000+0000,0053F000008l8McQAI,2021-03-10T21:02:22.000+0000,,2021-03-10T21:02:23.000+0000,2021-03-10T21:02:23.000+0000,"Here are some unedited thoughts, shared when I have the time and something to say. (Inspired by and unscrupulously copied from https://quip.com/ooyJAACzC6na, which you should absolutely check out.)",,Other,Wade Wegner,https://salesforce.quip.com/Vb1AAPTsvIU5,
a003F000004oiBKQAY,0053F000008l8McQAI,,Einstein Vision and Language Playground,2021-03-10T21:02:22.000+0000,0053F000008l8McQAI,2021-03-10T21:02:22.000+0000,0053F000008l8McQAI,2021-03-10T21:02:22.000+0000,,2021-03-10T21:02:23.000+0000,2021-03-10T21:02:23.000+0000,An org Shane McGlauphlin created that is total push button!,,Demo,Org62,https://hosted-scratch.herokuapp.com/launch?template=https://github.com/mshanemc/evlpg-demo,
a003F000004oiBLQAY,0053F000008l8McQAI,,Integral,2021-03-10T21:02:22.000+0000,0053F000008l8McQAI,2021-03-10T21:02:22.000+0000,0053F000008l8McQAI,2021-03-10T21:02:22.000+0000,,2021-03-10T21:02:23.000+0000,2021-03-10T21:02:23.000+0000,"Peter O'Connell1h
Does anyone know of a partner that’s good with identity connect?
Samuel Morin
Samuel Morin43m
Peter O'Connell. http://www.identigral.com/
Identigral, Inc. - Identity and Access Management Experts
http://www.identigral.com/
👍
1
They saved an account for us at BCD Travel
It was a complex external identity implementation so I’m guessing identity connect is in their wheelhouse",,Partner,Platform Business Up Front,http://www.identigral.com/,
a003F000004oiBMQAY,0053F000008l8McQAI,,Blockchain Enabled Org using a Scratch Org,2021-03-10T21:02:22.000+0000,0053F000008l8McQAI,2021-03-10T21:02:22.000+0000,0053F000008l8McQAI,2021-03-10T21:02:22.000+0000,,2021-03-12T01:11:31.000+0000,2021-03-12T01:11:31.000+0000,,,Examples,Dan Harrison Chatter Post,http://sfdc.co/BlockchainScratchOrg,
a003F000004oiBNQAY,0053F000008l8McQAI,,Product Chart - SKU Hierarchy,2021-03-10T21:02:22.000+0000,0053F000008l8McQAI,2021-03-10T21:02:22.000+0000,0053F000008l8McQAI,2021-03-10T21:02:22.000+0000,,2021-03-10T21:02:23.000+0000,2021-03-10T21:02:23.000+0000,,,Licensing / Pricing (SKU),,http://productchart.hk.salesforce.com/index.html,
a003F000004oiBOQAY,0053F000008l8McQAI,,Architecture Study Guides,2021-03-10T21:02:22.000+0000,0053F000008l8McQAI,2021-03-10T21:02:22.000+0000,0053F000008l8McQAI,2021-03-10T21:02:22.000+0000,,2021-03-10T21:05:22.000+0000,2021-03-10T21:05:22.000+0000,Andy's Architecture Guides - Folder with 5 separate guides!,,Study Guide,Andy Anderson,https://drive.google.com/drive/folders/1SiqDUDaYrScP7Zk5cAcrif5LQAndS6g2,
a003F000004oiBPQAY,0053F000008l8McQAI,,Integration and Architecture Designer Certification - Study Guide,2021-03-10T21:02:22.000+0000,0053F000008l8McQAI,2021-03-10T21:02:22.000+0000,0053F000008l8McQAI,2021-03-10T21:02:22.000+0000,,2021-03-11T15:46:14.000+0000,2021-03-11T15:46:14.000+0000,,,Study Guide,Andy Anderson,https://docs.google.com/document/d/1V6xGGzQkek_DvbQMVprt8nmP8NT3ZyPjM4l3TYrs2-c,
a003F000004oiBQQAY,0053F000008l8McQAI,,FY21 Platform SKUs Onion Slides,2021-03-10T21:02:22.000+0000,0053F000008l8McQAI,2021-03-10T21:02:22.000+0000,0053F000008l8McQAI,2021-03-10T21:02:22.000+0000,,2021-03-10T21:05:16.000+0000,2021-03-10T21:05:16.000+0000,"SKU-at-a-glance slides have a lot of complexity, and may not be current with new SKUs and license names. This refreshed look & data were a summer 2019 project of the CBU Platform Technical Services Futureforce Intern, Charles Wolloch.
Use these new slides as a conversational tool to clarify which license includes what kind of object access. Note that they are approximate, not a source of truth; please refer to the User License Comparison to resolve confusion.
Bundle SKUs (Employee Experience) are not reflected in these slides. The slides reflect EE/UE configurations and do not include PE or Essentials.
These slides will evolve and change over time, so please refer back to this master (copy with links in Google Slides) to make sure your view stays up to date.
Questions? Email Mike Rose.",,Licensing / Pricing (SKU),Mike Rose,https://docs.google.com/presentation/d/1VT7gUcBIctgxWskW4tVoglgORXMMSs5HtmOl65QMrks/edit#slide=id.g609f0900dc_11_0,2021-01-31
a003F000004oiBRQAY,0053F000008l8McQAI,,FY21 - MGM Technical Architects,2021-03-10T21:02:22.000+0000,0053F000008l8McQAI,2021-03-10T21:02:22.000+0000,0053F000008l8McQAI,2021-03-10T21:02:22.000+0000,,2021-03-10T21:05:13.000+0000,2021-03-10T21:05:13.000+0000,"Architecture, Platform and everything else under the hood
Hemphill's team introduction - What do TAs do?  How are they different from Platform SEs",,Slides / Powerpoint,Chris Hemphill,https://docs.google.com/presentation/d/1HsXYc4LGHdD75t45bwI_xhiqF8uaVwsNJ98uEahHu1s/edit?ts=5e5fe2dc#slide=id.g6b8045900b_102_973,2021-01-31
